"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0C630","2020-04-20 00:00:00","209.000","197.000","0.800","22.700","0.900","989.300","","0.000","-99.000","-99.000","-99.000","26.700","","21.300",""
"C0M730","2020-04-20 00:00:00","40.000","303.000","0.400","25.200","0.870","1007.300","","0.000","-99.000","-99.000","-99.000","33.400","","23.500",""
"C0U750","2020-04-20 00:00:00","398.000","135.000","6.100","21.100","1.000","967.800","","0.000","-99.000","-99.000","-99.000","25.500","","20.500",""
"C0A650","2020-04-20 00:00:00","287.000","0.000","0.000","-99.000","-99.000","981.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K400","2020-04-20 00:00:00","65.000","306.000","0.900","24.600","0.990","1005.900","","0.000","-99.000","-99.000","-99.000","32.000","","23.500",""
"C0I370","2020-04-20 00:00:00","671.000","0.000","0.000","20.100","0.970","939.200","","0.000","-99.000","-99.000","-99.000","30.400","","18.700",""
"C0S750","2020-04-20 00:00:00","2280.000","278.000","1.100","11.300","0.620","775.800","","0.000","-99.000","-99.000","-99.000","19.100","","10.700",""
"C0R650","2020-04-20 00:00:00","29.000","144.000","0.700","24.800","0.990","1010.200","","0.000","-99.000","-99.000","-99.000","31.500","","23.400",""
"C0E740","2020-04-20 00:00:00","27.000","235.000","0.700","26.100","0.920","-99.000","","0.000","-99.000","-99.000","-99.000","30.000","","23.000",""
"C0AI20","2020-04-20 00:00:00","25.000","206.000","2.900","24.000","0.900","1009.800","","0.000","-99.000","-99.000","-99.000","25.500","","21.400",""
"C0E550","2020-04-20 00:00:00","84.000","57.000","0.600","23.900","0.940","1004.000","","0.000","-99.000","-99.000","-99.000","29.800","","21.200",""
"C0X060","2020-04-20 00:00:00","19.000","236.000","1.800","23.500","0.960","1011.700","","0.000","-99.000","-99.000","-99.000","33.300","","22.500",""
"C0R510","2020-04-20 00:00:00","31.000","146.000","0.800","25.500","0.890","1007.800","","0.000","-99.000","-99.000","-99.000","31.800","","24.200",""
"C0AC60","2020-04-20 00:00:00","55.000","158.000","1.800","23.600","0.940","1006.600","","0.000","-99.000","-99.000","-99.000","28.400","","21.400",""
"C0UA70","2020-04-20 00:00:00","547.000","322.000","3.600","21.500","0.990","952.500","","0.000","-99.000","-99.000","-99.000","26.800","","19.800",""
"C0G740","2020-04-20 00:00:00","24.000","71.000","1.300","23.600","0.930","1010.100","","0.000","-99.000","-99.000","-99.000","30.700","","23.600",""
"C0F9N0","2020-04-20 00:00:00","75.000","262.000","0.700","25.900","0.900","1003.700","","0.000","-99.000","-99.000","-99.000","32.700","","24.100",""
"C0F9T0","2020-04-20 00:00:00","111.000","262.000","0.600","25.500","0.850","999.300","","0.000","-99.000","-99.000","-99.000","30.800","","24.400",""
"C0S710","2020-04-20 00:00:00","382.000","350.000","1.600","23.900","0.790","970.100","","0.000","-99.000","-99.000","-99.000","28.200","","20.400",""
"C0M680","2020-04-20 00:00:00","37.000","347.000","0.700","23.600","1.000","1009.800","","0.000","-99.000","-99.000","-99.000","32.400","","23.300",""
"C0X220","2020-04-20 00:00:00","26.000","208.000","1.800","23.700","0.940","1009.200","","0.000","-99.000","-99.000","-99.000","30.300","","23.600",""
"C0R560","2020-04-20 00:00:00","22.000","0.000","0.000","25.100","0.910","1010.300","","0.000","-99.000","-99.000","-99.000","30.800","","23.900",""
"C0F9P0","2020-04-20 00:00:00","26.000","252.000","0.300","25.100","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","29.600","","24.400",""
"C0O970","2020-04-20 00:00:00","71.000","165.000","0.900","22.700","0.950","1004.100","","0.000","-99.000","-99.000","-99.000","33.900","","21.800",""
"C0F0B0","2020-04-20 00:00:00","311.000","60.000","1.800","23.100","0.950","977.800","","0.000","-99.000","-99.000","-99.000","29.700","","20.900",""
"C0R700","2020-04-20 00:00:00","19.000","110.000","0.300","25.400","0.920","1010.600","","0.000","-99.000","-99.000","-99.000","29.800","","24.500",""
"C0R780","2020-04-20 00:00:00","72.000","140.000","0.600","24.200","0.900","1005.600","","0.000","-99.000","-99.000","-99.000","30.400","","24.000",""
"C0R620","2020-04-20 00:00:00","34.000","269.000","2.300","25.600","0.910","1009.100","","0.000","-99.000","-99.000","-99.000","31.300","","25.600",""
"C0C660","2020-04-20 00:00:00","176.000","245.000","0.500","23.800","0.940","993.200","","0.000","-99.000","-99.000","-99.000","25.900","","22.900",""
"C0K250","2020-04-20 00:00:00","12.000","64.000","1.200","22.700","0.980","1011.300","","0.000","-99.000","-99.000","-99.000","32.800","","22.000",""
"C0R840","2020-04-20 00:00:00","536.000","284.000","6.900","23.100","0.600","952.000","","0.000","-99.000","-99.000","-99.000","28.800","","21.800",""
"C0I410","2020-04-20 00:00:00","180.000","0.000","0.000","24.300","0.920","991.900","","0.000","-99.000","-99.000","-99.000","32.400","","22.400",""
"C0M410","2020-04-20 00:00:00","245.000","340.000","0.900","21.300","0.880","981.200","","0.000","-99.000","-99.000","-99.000","33.000","","20.500",""
"C0F9Z0","2020-04-20 00:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-04-20 00:00:00","26.000","153.000","0.500","25.700","0.870","1008.500","","0.000","-99.000","-99.000","-99.000","33.000","","24.900",""
"C0U650","2020-04-20 00:00:00","442.000","329.000","0.300","22.400","0.820","964.000","","0.000","-99.000","-99.000","-99.000","27.700","","19.900",""
"C0R270","2020-04-20 00:00:00","51.000","0.000","0.200","23.600","1.000","1005.100","","0.000","-99.000","-99.000","-99.000","32.200","","23.600",""
"C0O980","2020-04-20 00:00:00","18.000","0.000","0.000","22.500","0.990","1011.300","","0.000","-99.000","-99.000","-99.000","32.900","","22.100",""
"C0T9I0","2020-04-20 00:00:00","152.000","211.000","0.600","24.600","0.990","996.000","","0.000","-99.000","-99.000","-99.000","28.000","","22.000",""
"C0V760","2020-04-20 00:00:00","30.000","0.000","0.000","25.200","1.000","1009.400","","0.000","-99.000","-99.000","-99.000","32.600","","24.300",""
"C0AG90","2020-04-20 00:00:00","25.000","103.000","1.300","25.200","0.950","1010.700","","0.000","-99.000","-99.000","-99.000","29.400","","22.200",""
"C0R570","2020-04-20 00:00:00","37.000","33.000","0.800","24.900","0.890","1007.000","","0.000","-99.000","-99.000","-99.000","31.500","","24.000",""
"C0D660","2020-04-20 00:00:00","65.000","256.000","1.700","24.800","0.890","1005.300","","0.000","-99.000","-99.000","-99.000","26.800","","23.100",""
"C0E540","2020-04-20 00:00:00","32.000","242.000","0.800","24.800","0.920","1009.500","","0.000","-99.000","-99.000","-99.000","28.900","","22.000",""
"C0W170","2020-04-20 00:00:00","42.000","2.000","3.200","20.200","0.930","1007.500","","0.000","-99.000","-99.000","-99.000","21.700","","16.700",""
"C0Z150","2020-04-20 00:00:00","27.000","10.000","2.700","25.900","0.900","1009.600","","0.000","-99.000","-99.000","-99.000","29.300","","22.400",""
"C0S840","2020-04-20 00:00:00","22.000","268.000","1.800","27.400","0.510","1009.700","","0.500","-99.000","-99.000","-99.000","32.800","","23.600",""
"C0H9A0","2020-04-20 00:00:00","1595.000","246.000","0.600","16.200","0.490","847.400","","0.000","-99.000","-99.000","-99.000","26.800","","13.600",""
"C0Z300","2020-04-20 00:00:00","182.000","0.000","0.200","24.700","0.920","992.900","","0.000","-99.000","-99.000","-99.000","30.700","","20.400",""
"C0G730","2020-04-20 00:00:00","27.000","80.000","0.400","23.100","0.960","1010.400","","0.000","-99.000","-99.000","-99.000","31.500","","23.100",""
"C0V730","2020-04-20 00:00:00","33.000","223.000","0.800","25.400","0.990","1009.200","","0.000","-99.000","-99.000","-99.000","31.300","","24.400",""
"C0SA00","2020-04-20 00:00:00","466.000","300.000","0.800","22.400","0.600","959.800","","0.000","-99.000","-99.000","-99.000","31.800","","19.200",""
"C0S900","2020-04-20 00:00:00","27.000","207.000","3.300","26.900","0.850","1010.300","","0.000","-99.000","-99.000","-99.000","28.900","","26.200",""
"C0C480","2020-04-20 00:00:00","105.000","0.000","0.000","24.200","0.880","1000.700","","0.000","-99.000","-99.000","-99.000","28.100","","22.400",""
"C0V720","2020-04-20 00:00:00","15.000","306.000","0.700","26.200","0.890","1010.700","","0.000","-99.000","-99.000","-99.000","30.800","","24.800",""
"C0UA60","2020-04-20 00:00:00","566.000","316.000","0.600","21.700","0.990","949.500","","0.000","-99.000","-99.000","-99.000","28.300","","19.000",""
"C0A980","2020-04-20 00:00:00","11.000","0.000","0.000","24.100","0.940","1012.300","","0.000","-99.000","-99.000","-99.000","28.400","","21.900",""
"C0C670","2020-04-20 00:00:00","250.000","0.000","0.000","22.800","0.910","985.000","","0.000","-99.000","-99.000","-99.000","26.500","","21.200",""
"C0K550","2020-04-20 00:00:00","15.000","0.000","0.200","24.100","0.930","1011.100","","0.000","-99.000","-99.000","-99.000","31.200","","23.400",""
"C0R350","2020-04-20 00:00:00","35.000","302.000","1.200","24.200","0.940","1008.600","","0.000","-99.000","-99.000","-99.000","32.100","","24.200",""
"C0T9F0","2020-04-20 00:00:00","251.000","0.000","0.200","23.600","0.990","984.000","","0.000","-99.000","-99.000","-99.000","30.000","","21.900",""
"C0R170","2020-04-20 00:00:00","26.000","0.000","0.000","23.900","1.000","1009.600","","0.000","-99.000","-99.000","-99.000","33.000","","22.300",""
"C0I420","2020-04-20 00:00:00","305.000","42.000","0.400","21.800","0.920","978.400","","0.000","-99.000","-99.000","-99.000","31.900","","20.200",""
"C0A640","2020-04-20 00:00:00","241.000","0.000","0.000","21.900","0.970","988.000","","0.000","-99.000","-99.000","-99.000","26.900","","19.300",""
"C0A930","2020-04-20 00:00:00","216.000","0.000","0.000","21.400","1.000","986.800","","0.000","-99.000","-99.000","-99.000","27.800","","20.000",""
"C0F9M0","2020-04-20 00:00:00","230.000","237.000","1.400","24.300","1.000","986.400","","0.000","-99.000","-99.000","-99.000","30.600","","22.700",""
"C0AC40","2020-04-20 00:00:00","1079.000","260.000","7.200","-99.000","0.980","894.000","","0.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AI00","2020-04-20 00:00:00","188.000","0.000","0.000","23.200","0.970","992.500","","0.000","-99.000","-99.000","-99.000","27.400","","21.600",""
"C0T9M0","2020-04-20 00:00:00","92.000","322.000","2.500","25.300","0.920","1002.800","","0.000","-99.000","-99.000","-99.000","28.500","","22.600",""
"C0S960","2020-04-20 00:00:00","32.000","310.000","1.500","26.800","0.570","1007.700","","0.000","-99.000","-99.000","-99.000","32.200","","24.100",""
"C0K430","2020-04-20 00:00:00","30.000","28.000","0.700","23.300","1.000","1010.100","","0.000","-99.000","-99.000","-99.000","30.300","","23.100",""
"C0Z170","2020-04-20 00:00:00","199.000","273.000","0.600","24.600","0.870","991.200","","0.000","-99.000","-99.000","-99.000","33.300","","21.300",""
"C0Z100","2020-04-20 00:00:00","36.000","0.000","0.000","24.200","0.970","1009.500","","0.000","-99.000","-99.000","-99.000","31.900","","21.800",""
"C0U710","2020-04-20 00:00:00","1942.000","0.000","0.200","14.400","0.570","810.200","","0.000","-99.000","-99.000","-99.000","22.200","","13.500",""
"C0SA30","2020-04-20 00:00:00","92.000","299.000","1.100","24.800","0.920","1001.800","","0.000","-99.000","-99.000","-99.000","28.600","","23.300",""
"C0V500","2020-04-20 00:00:00","6.000","0.000","0.000","25.100","0.930","1009.900","","0.000","-99.000","-99.000","-99.000","30.400","","25.000",""
"CM0160","2020-04-20 00:00:00","159.000","0.000","0.000","23.700","0.970","996.100","","0.000","-99.000","-99.000","-99.000","35.400","","21.800",""
"C0V350","2020-04-20 00:00:00","36.000","256.000","1.200","22.500","0.940","1009.400","","0.500","-99.000","-99.000","-99.000","33.800","","21.800",""
"C0W120","2020-04-20 00:00:00","58.000","210.000","4.200","22.900","0.900","1006.100","","0.000","-99.000","-99.000","-99.000","28.400","","22.900",""
"C0R470","2020-04-20 00:00:00","103.000","82.000","0.600","24.100","0.770","1001.200","","0.000","-99.000","-99.000","-99.000","33.200","","22.700",""
"C0M770","2020-04-20 00:00:00","164.000","11.000","0.900","23.700","1.000","993.600","","0.000","-99.000","-99.000","-99.000","32.300","","23.100",""
"C0S930","2020-04-20 00:00:00","248.000","217.000","0.500","23.200","0.660","984.600","","0.000","-99.000","-99.000","-99.000","30.200","","20.600",""
"C0F9Y0","2020-04-20 00:00:00","3313.000","234.000","2.100","6.500","0.670","688.400","","0.000","-99.000","-99.000","-99.000","13.700","","4.300",""
"C0E790","2020-04-20 00:00:00","344.000","151.000","1.000","21.900","1.000","973.600","","0.000","-99.000","-99.000","-99.000","30.400","","21.200",""
"C0R520","2020-04-20 00:00:00","18.000","115.000","0.800","25.400","0.930","1010.600","","0.000","-99.000","-99.000","-99.000","30.700","","23.800",""
"C0G880","2020-04-20 00:00:00","92.000","319.000","1.100","24.700","0.900","1002.200","","0.000","-99.000","-99.000","-99.000","32.300","","23.000",""
"C0R260","2020-04-20 00:00:00","76.000","94.000","0.700","23.800","0.990","1003.400","","0.000","-99.000","-99.000","-99.000","34.000","","23.300",""
"C0U950","2020-04-20 00:00:00","1012.000","100.000","2.600","18.900","1.000","903.500","","0.000","-99.000","-99.000","-99.000","23.700","","17.100",""
"C0O860","2020-04-20 00:00:00","38.000","125.000","0.900","24.200","0.990","1007.300","","0.000","-99.000","-99.000","-99.000","32.100","","23.200",""
"C0D390","2020-04-20 00:00:00","146.000","0.000","0.000","22.700","0.950","994.800","","0.000","-99.000","-99.000","-99.000","27.500","","20.900",""
"C0E430","2020-04-20 00:00:00","258.000","182.000","0.700","20.100","0.860","987.200","","0.000","-99.000","-99.000","-99.000","29.200","","19.800",""
"C0O990","2020-04-20 00:00:00","18.000","139.000","0.700","22.500","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","31.400","","22.000",""
"CM0010","2020-04-20 00:00:00","68.000","0.000","0.000","24.800","0.830","1005.700","","0.000","-99.000","-99.000","-99.000","28.900","","21.300",""
"C0K500","2020-04-20 00:00:00","12.000","54.000","0.600","23.400","0.990","1010.200","","0.000","-99.000","-99.000","-99.000","31.200","","23.400",""
"C0X260","2020-04-20 00:00:00","39.000","27.000","1.400","23.700","0.960","1008.600","","0.000","-99.000","-99.000","-99.000","32.100","","22.900",""
"C0ACA0","2020-04-20 00:00:00","25.000","0.000","0.000","24.600","0.980","1009.000","","0.000","-99.000","-99.000","-99.000","27.900","","22.600",""
"C0X180","2020-04-20 00:00:00","62.000","188.000","0.900","23.700","0.990","1004.000","","0.000","-99.000","-99.000","-99.000","32.000","","23.100",""
"C0F930","2020-04-20 00:00:00","100.000","0.000","0.200","25.500","0.960","1000.900","","0.000","-99.000","-99.000","-99.000","31.000","","23.800",""
"C0I010","2020-04-20 00:00:00","1562.000","105.000","1.400","16.700","0.580","850.000","","0.000","-99.000","-99.000","-99.000","24.300","","15.100",""
"C0R190","2020-04-20 00:00:00","32.000","11.000","0.700","23.300","0.990","1008.000","","0.000","-99.000","-99.000","-99.000","33.000","","21.600",""
"C0E420","2020-04-20 00:00:00","19.000","245.000","0.500","24.900","0.880","1008.600","","0.000","-99.000","-99.000","-99.000","28.000","","22.700",""
"C0I460","2020-04-20 00:00:00","110.000","53.000","1.000","24.900","0.940","1000.500","","0.000","-99.000","-99.000","-99.000","32.300","","22.700",""
"C0A9F0","2020-04-20 00:00:00","35.000","-99.000","-99.000","25.000","0.880","1009.400","","0.000","-99.000","-99.000","-99.000","29.000","","23.000",""
"C0F9A0","2020-04-20 00:00:00","425.000","0.000","0.200","23.300","1.000","965.300","","0.000","-99.000","-99.000","-99.000","31.700","","21.900",""
"C0O950","2020-04-20 00:00:00","4.000","0.000","0.000","24.400","1.000","1011.000","","0.000","-99.000","-99.000","-99.000","31.300","","24.200",""
"C0M760","2020-04-20 00:00:00","40.000","18.000","1.000","24.300","0.930","1008.200","","0.000","-99.000","-99.000","-99.000","33.300","","23.500",""
"C0AH70","2020-04-20 00:00:00","34.000","284.000","0.300","25.300","0.790","1009.500","","0.000","-99.000","-99.000","-99.000","28.800","","22.900",""
"C0U980","2020-04-20 00:00:00","573.000","332.000","2.200","19.500","1.000","950.300","","0.000","-99.000","-99.000","-99.000","26.600","","18.500",""
"C0S740","2020-04-20 00:00:00","289.000","358.000","0.600","21.900","0.900","980.500","","0.000","-99.000","-99.000","-99.000","28.900","","19.700",""
"C0A940","2020-04-20 00:00:00","49.000","0.000","0.000","21.800","0.990","1007.500","","0.000","-99.000","-99.000","-99.000","28.900","","20.900",""
"C0A920","2020-04-20 00:00:00","196.000","201.000","0.500","24.000","0.910","990.200","","0.000","-99.000","-99.000","-99.000","26.800","","22.000",""
"C0T870","2020-04-20 00:00:00","135.000","0.000","0.200","21.200","0.990","997.000","","0.000","-99.000","-99.000","-99.000","31.000","","19.600",""
"C0C710","2020-04-20 00:00:00","143.000","0.000","0.000","21.800","0.990","996.900","","0.000","-99.000","-99.000","-99.000","27.100","","19.300",""
"C0O930","2020-04-20 00:00:00","69.000","0.000","0.000","22.500","1.000","1004.100","","0.000","-99.000","-99.000","-99.000","35.500","","21.200",""
"C0AI40","2020-04-20 00:00:00","37.000","0.000","0.200","25.600","0.840","1009.100","","0.000","-99.000","-99.000","-99.000","28.300","","23.500",""
"C0C460","2020-04-20 00:00:00","482.000","0.000","0.000","20.800","0.770","959.900","","0.000","-99.000","-99.000","-99.000","27.400","","19.400",""
"C0T9D0","2020-04-20 00:00:00","7.000","230.000","0.300","23.300","1.000","1012.600","","17.000","-99.000","-99.000","-99.000","29.800","","22.000",""
"C0I390","2020-04-20 00:00:00","1184.000","87.000","1.400","18.600","0.630","887.300","","0.000","-99.000","-99.000","-99.000","26.300","","14.700",""
"C0B020","2020-04-20 00:00:00","86.000","108.000","2.100","22.900","0.910","1001.600","","0.500","-99.000","-99.000","-99.000","27.300","","21.500",""
"C0F860","2020-04-20 00:00:00","2215.000","161.000","0.400","12.100","0.570","783.600","","0.000","-99.000","-99.000","-99.000","20.500","","12.100",""
"C0U890","2020-04-20 00:00:00","116.000","260.000","1.500","23.500","0.990","1000.900","","0.000","-99.000","-99.000","-99.000","29.000","","21.700",""
"C0G800","2020-04-20 00:00:00","15.000","0.000","0.000","23.800","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","30.700","","23.800",""
"C0F850","2020-04-20 00:00:00","379.000","76.000","0.400","20.900","0.860","969.700","","0.000","-99.000","-99.000","-99.000","30.200","","20.500",""
"C0AH50","2020-04-20 00:00:00","275.000","236.000","1.000","23.100","0.990","981.700","","0.000","-99.000","-99.000","-99.000","25.800","","21.100",""
"C0Z160","2020-04-20 00:00:00","124.000","352.000","1.200","25.400","0.840","1001.300","","0.000","-99.000","-99.000","-99.000","30.600","","21.200",""
"C0R540","2020-04-20 00:00:00","17.000","83.000","1.100","25.200","0.890","1010.100","","0.000","-99.000","-99.000","-99.000","30.100","","23.600",""
"C0K480","2020-04-20 00:00:00","56.000","339.000","0.900","24.100","0.990","1006.100","","0.000","-99.000","-99.000","-99.000","32.000","","23.500",""
"C0H890","2020-04-20 00:00:00","440.000","0.000","0.000","21.500","0.940","962.800","","0.000","-99.000","-99.000","-99.000","31.200","","20.100",""
"C0S770","2020-04-20 00:00:00","375.000","285.000","0.300","22.600","0.720","969.300","","0.000","-99.000","-99.000","-99.000","29.700","","21.000",""
"C0X230","2020-04-20 00:00:00","29.000","233.000","0.800","23.900","0.940","1010.200","","0.000","-99.000","-99.000","-99.000","31.500","","23.000",""
"C0B010","2020-04-20 00:00:00","38.000","226.000","0.300","23.600","0.970","1006.300","","0.000","-99.000","-99.000","-99.000","29.000","","21.100",""
"C0R490","2020-04-20 00:00:00","49.000","0.000","0.100","24.800","0.920","1006.200","","0.000","-99.000","-99.000","-99.000","32.500","","23.900",""
"C0V440","2020-04-20 00:00:00","27.000","0.000","0.000","24.800","0.900","1008.700","","0.000","-99.000","-99.000","-99.000","33.000","","24.500",""
"C0SA40","2020-04-20 00:00:00","200.000","0.000","0.100","22.200","0.930","989.800","","0.000","-99.000","-99.000","-99.000","29.400","","19.200",""
"C0Z280","2020-04-20 00:00:00","224.000","0.000","0.100","24.200","0.990","988.100","","0.000","-99.000","-99.000","-99.000","30.600","","21.000",""
"C0Z070","2020-04-20 00:00:00","247.000","339.000","1.600","23.700","0.990","983.700","","0.000","-99.000","-99.000","-99.000","32.800","","20.600",""
"CM0180","2020-04-20 00:00:00","313.000","0.000","0.100","20.900","0.710","978.300","","0.000","-99.000","-99.000","-99.000","31.700","","19.800",""
"C0T9N0","2020-04-20 00:00:00","261.000","0.000","0.200","24.200","0.900","982.900","","0.000","-99.000","-99.000","-99.000","30.200","","20.600",""
"C0R800","2020-04-20 00:00:00","131.000","201.000","0.600","23.600","0.800","997.300","","0.000","-99.000","-99.000","-99.000","32.100","","23.200",""
"C0K470","2020-04-20 00:00:00","97.000","0.000","0.000","24.100","0.990","1001.500","","0.000","-99.000","-99.000","-99.000","32.500","","22.500",""
"C0R720","2020-04-20 00:00:00","214.000","289.000","9.600","26.400","0.550","986.700","","0.000","14.800","274.000","","30.400","","23.800",""
"C0V650","2020-04-20 00:00:00","28.000","218.000","1.600","25.000","0.940","1011.000","","0.000","-99.000","-99.000","-99.000","29.700","","23.900",""
"C0R830","2020-04-20 00:00:00","383.000","277.000","1.700","22.200","0.830","968.700","","0.000","-99.000","-99.000","-99.000","29.300","","22.000",""
"C0H9C0","2020-04-20 00:00:00","3402.000","310.000","1.500","5.600","0.610","679.100","","0.000","-99.000","-99.000","-99.000","9.400","","1.900",""
"C0U780","2020-04-20 00:00:00","15.000","299.000","0.800","24.400","0.980","1011.700","","0.000","-99.000","-99.000","-99.000","30.000","","22.400",""
"C0U760","2020-04-20 00:00:00","22.000","0.000","0.000","23.700","0.990","1011.500","","0.000","-99.000","-99.000","-99.000","30.700","","21.700",""
"C0X290","2020-04-20 00:00:00","10.000","235.000","1.900","25.200","0.920","1011.100","","0.000","-99.000","-99.000","-99.000","29.900","","24.400",""
"C0E830","2020-04-20 00:00:00","37.000","206.000","0.800","24.700","0.910","1008.200","","0.000","-99.000","-99.000","-99.000","29.300","","23.000",""
"C0K330","2020-04-20 00:00:00","38.000","10.000","0.700","24.300","1.000","1008.000","","0.000","-99.000","-99.000","-99.000","32.600","","23.700",""
"C0M660","2020-04-20 00:00:00","40.000","25.000","1.900","23.600","0.980","1008.600","","0.000","-99.000","-99.000","-99.000","31.200","","23.300",""
"C0D580","2020-04-20 00:00:00","120.000","0.000","0.000","23.000","0.980","999.100","","0.000","-99.000","-99.000","-99.000","27.200","","21.100",""
"C0R640","2020-04-20 00:00:00","21.000","271.000","1.100","25.900","0.920","1009.900","","0.000","-99.000","-99.000","-99.000","29.000","","24.600",""
"C0E810","2020-04-20 00:00:00","53.000","0.000","0.000","24.100","0.990","1007.200","","0.000","-99.000","-99.000","-99.000","28.900","","20.900",""
"C0G830","2020-04-20 00:00:00","27.000","95.000","0.500","24.200","0.990","-99.000","","0.000","-99.000","-99.000","-99.000","31.000","","23.700",""
"C0A550","2020-04-20 00:00:00","422.000","0.000","0.000","17.800","1.000","966.600","","0.000","-99.000","-99.000","-99.000","27.300","","17.800",""
"C0G750","2020-04-20 00:00:00","31.000","68.000","0.700","23.400","0.940","1010.100","","-99.000","-99.000","-99.000","-99.000","31.700","","23.400",""
"C0Z270","2020-04-20 00:00:00","343.000","12.000","1.100","23.900","0.990","974.300","","0.000","-99.000","-99.000","-99.000","27.200","","20.700",""
"C0UA30","2020-04-20 00:00:00","1397.000","246.000","0.600","17.500","0.790","862.300","","0.000","-99.000","-99.000","-99.000","23.300","","16.100",""
"C0I080","2020-04-20 00:00:00","536.000","279.000","0.300","19.800","0.710","956.000","","0.000","-99.000","-99.000","-99.000","31.800","","18.800",""
"C0UA00","2020-04-20 00:00:00","392.000","272.000","1.400","20.600","0.850","970.600","","0.000","-99.000","-99.000","-99.000","31.800","","19.000",""
"C0AD40","2020-04-20 00:00:00","32.000","0.000","0.000","24.200","0.930","1009.300","","0.000","-99.000","-99.000","-99.000","28.500","","20.600",""
"C0G900","2020-04-20 00:00:00","20.000","219.000","0.500","25.400","0.910","1009.700","","0.000","-99.000","-99.000","-99.000","29.600","","24.900",""
"C0S660","2020-04-20 00:00:00","794.000","205.000","0.600","21.200","0.510","926.600","","0.000","-99.000","-99.000","-99.000","31.800","","16.700",""
"C0M640","2020-04-20 00:00:00","155.000","0.000","0.000","22.900","0.990","994.900","","0.000","-99.000","-99.000","-99.000","32.400","","22.800",""
"C0R660","2020-04-20 00:00:00","20.000","144.000","0.500","24.700","0.900","1010.600","","0.000","-99.000","-99.000","-99.000","28.800","","23.100",""
"C0UA10","2020-04-20 00:00:00","1711.000","324.000","1.100","13.300","0.760","833.800","","0.000","-99.000","-99.000","-99.000","23.800","","12.100",""
"C0V770","2020-04-20 00:00:00","26.000","29.000","0.400","25.400","0.840","1009.200","","0.000","-99.000","-99.000","-99.000","32.000","","24.300",""
"C0E730","2020-04-20 00:00:00","26.000","173.000","0.300","24.900","0.890","1008.300","","0.000","-99.000","-99.000","-99.000","28.600","","23.000",""
"C0V810","2020-04-20 00:00:00","32.000","167.000","0.800","24.900","0.900","1007.500","","0.000","-99.000","-99.000","-99.000","29.500","","24.600",""
"C0A9C0","2020-04-20 00:00:00","35.000","80.000","0.900","24.400","0.900","1009.400","","0.000","-99.000","-99.000","-99.000","28.500","","22.200",""
"C0X310","2020-04-20 00:00:00","9.000","223.000","2.500","25.300","0.880","1011.900","","0.000","-99.000","-99.000","-99.000","30.000","","24.800",""
"C0K280","2020-04-20 00:00:00","23.000","46.000","0.800","22.800","1.000","1012.100","","0.000","-99.000","-99.000","-99.000","31.700","","22.800",""
"C0M650","2020-04-20 00:00:00","20.000","278.000","1.200","24.300","0.950","1010.500","","0.000","-99.000","-99.000","-99.000","31.400","","23.300",""
"C0S910","2020-04-20 00:00:00","212.000","254.000","0.500","24.800","0.990","989.500","","0.000","-99.000","-99.000","-99.000","29.500","","24.300",""
"C0D570","2020-04-20 00:00:00","15.000","224.000","0.300","24.800","0.950","1011.200","","0.000","-99.000","-99.000","-99.000","28.500","","22.100",""
"C0M710","2020-04-20 00:00:00","15.000","251.000","1.200","25.000","0.910","1010.900","","0.000","-99.000","-99.000","-99.000","29.000","","24.300",""
"C0V490","2020-04-20 00:00:00","20.000","0.000","0.000","25.400","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","30.700","","25.400",""
"C0E870","2020-04-20 00:00:00","34.000","268.000","0.900","25.000","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","29.100","","22.400",""
"C0M800","2020-04-20 00:00:00","440.000","100.000","0.400","20.800","0.840","964.100","","0.000","-99.000","-99.000","-99.000","31.700","","19.900",""
"C0A570","2020-04-20 00:00:00","360.000","-99.000","-99.000","19.900","0.960","973.400","","0.000","-99.000","-99.000","-99.000","27.700","","18.200",""
"C0S790","2020-04-20 00:00:00","236.000","84.000","0.500","24.500","0.730","986.700","","0.000","-99.000","-99.000","-99.000","30.400","","21.900",""
"C0D590","2020-04-20 00:00:00","143.000","230.000","1.700","23.700","0.950","997.600","","0.000","-99.000","-99.000","-99.000","26.000","","21.800",""
"C0U990","2020-04-20 00:00:00","31.000","0.000","0.200","24.100","0.880","1010.500","","0.000","-99.000","-99.000","-99.000","29.400","","22.500",""
"C0M700","2020-04-20 00:00:00","150.000","0.000","0.000","23.500","0.950","996.300","","0.000","-99.000","-99.000","-99.000","32.700","","21.700",""
"C0A970","2020-04-20 00:00:00","96.000","337.000","3.100","23.000","0.990","1002.800","","0.000","-99.000","-99.000","-99.000","28.400","","22.000",""
