"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K580","2020-04-20 14:00:00","26.000","319.000","2.600","28.500","0.820","1010.600","","0.000","-99.000","-99.000","-99.000","29.600","","22.500",""
"C0G650","2020-04-20 14:00:00","34.000","293.000","0.900","29.600","0.670","1007.900","","0.000","-99.000","-99.000","-99.000","30.800","","24.200",""
"C0T9B0","2020-04-20 14:00:00","558.000","102.000","0.900","19.900","0.990","952.600","","0.000","-99.000","-99.000","-99.000","22.700","","19.900",""
"C0E850","2020-04-20 14:00:00","104.000","279.000","0.600","29.500","0.630","999.800","","0.000","-99.000","-99.000","-99.000","29.500","","21.600",""
"C0S990","2020-04-20 14:00:00","409.000","95.000","1.500","25.400","0.870","968.000","","0.000","-99.000","-99.000","-99.000","28.100","","23.700",""
"C0X240","2020-04-20 14:00:00","394.000","357.000","1.200","28.700","0.630","968.800","","0.000","-99.000","-99.000","-99.000","30.200","","18.400",""
"C0I090","2020-04-20 14:00:00","910.000","279.000","1.100","22.500","0.910","913.400","","0.000","-99.000","-99.000","-99.000","25.300","","17.500",""
"C0I490","2020-04-20 14:00:00","1601.000","272.000","4.300","24.100","0.610","842.900","","0.000","-99.000","-99.000","-99.000","25.700","","15.700",""
"C0Z050","2020-04-20 14:00:00","830.000","153.000","0.800","22.400","0.790","923.100","","0.000","-99.000","-99.000","-99.000","26.100","","19.000",""
"C0X150","2020-04-20 14:00:00","18.000","267.000","2.400","30.200","0.630","1011.400","","0.000","-99.000","-99.000","-99.000","30.700","","23.800",""
"C0R690","2020-04-20 14:00:00","248.000","201.000","1.300","29.600","0.620","984.200","","0.000","-99.000","-99.000","-99.000","30.600","","22.300",""
"C0U720","2020-04-20 14:00:00","1260.000","10.000","3.300","16.800","0.990","888.500","","0.000","-99.000","-99.000","-99.000","20.900","","16.000",""
"C0W140","2020-04-20 14:00:00","21.000","84.000","4.900","22.300","0.760","1012.300","","0.000","-99.000","-99.000","-99.000","22.500","","20.600",""
"C0G660","2020-04-20 14:00:00","27.000","330.000","3.200","29.600","0.660","1010.300","","0.000","-99.000","-99.000","-99.000","30.400","","23.200",""
"C0R810","2020-04-20 14:00:00","25.000","242.000","2.600","27.600","0.730","1010.300","","0.000","-99.000","-99.000","-99.000","28.900","","21.900",""
"C0E750","2020-04-20 14:00:00","62.000","8.000","1.900","27.700","0.650","1005.000","","0.000","-99.000","-99.000","-99.000","27.900","","23.300",""
"C0U520","2020-04-20 14:00:00","517.000","0.000","0.200","19.900","0.990","959.000","","2.500","-99.000","-99.000","-99.000","20.700","","19.300",""
"C0T9G0","2020-04-20 14:00:00","605.000","42.000","1.500","20.100","1.000","948.300","","0.000","-99.000","-99.000","-99.000","23.300","","20.100",""
"C0S700","2020-04-20 14:00:00","507.000","108.000","0.600","23.000","0.900","957.700","","0.000","-99.000","-99.000","-99.000","27.800","","19.800",""
"C0Z310","2020-04-20 14:00:00","59.000","239.000","1.800","23.300","0.990","1007.800","","0.000","-99.000","-99.000","-99.000","25.600","","22.800",""
"C0V610","2020-04-20 14:00:00","22.000","272.000","3.600","28.200","0.720","1009.900","","0.000","-99.000","-99.000","-99.000","29.100","","23.900",""
"C0E610","2020-04-20 14:00:00","850.000","0.000","0.000","24.900","0.710","919.700","","0.000","-99.000","-99.000","-99.000","27.700","","17.900",""
"C0R280","2020-04-20 14:00:00","242.000","71.000","0.600","27.800","0.790","985.800","","0.000","-99.000","-99.000","-99.000","31.200","","21.300",""
"C0V450","2020-04-20 14:00:00","51.000","267.000","2.000","30.300","0.520","1006.200","","0.000","-99.000","-99.000","-99.000","30.600","","22.200",""
"C0M720","2020-04-20 14:00:00","225.000","273.000","1.900","29.900","0.580","986.400","","0.000","-99.000","-99.000","-99.000","30.600","","21.300",""
"C0AD10","2020-04-20 14:00:00","27.000","143.000","1.700","26.600","0.640","1010.500","","0.000","-99.000","-99.000","-99.000","26.900","","22.000",""
"C0Z180","2020-04-20 14:00:00","34.000","354.000","1.800","22.700","0.960","1010.300","","0.500","-99.000","-99.000","-99.000","25.000","","22.700",""
"C0K420","2020-04-20 14:00:00","42.000","332.000","2.300","28.100","0.690","1007.300","","0.000","-99.000","-99.000","-99.000","29.400","","22.300",""
"C0D540","2020-04-20 14:00:00","227.000","50.000","0.800","27.000","0.710","987.800","","0.000","-99.000","-99.000","-99.000","28.500","","19.900",""
"C0E590","2020-04-20 14:00:00","40.000","3.000","2.200","27.500","0.720","1007.200","","0.000","-99.000","-99.000","-99.000","27.500","","22.100",""
"C0Z330","2020-04-20 14:00:00","488.000","350.000","2.300","24.500","0.810","960.400","","0.000","-99.000","-99.000","-99.000","29.900","","21.000",""
"C0R580","2020-04-20 14:00:00","10.000","257.000","4.000","28.500","0.740","1011.000","","0.000","-99.000","-99.000","-99.000","29.300","","22.100",""
"C0S810","2020-04-20 14:00:00","65.000","31.000","2.300","28.000","0.760","1008.100","","0.000","9.000","56.000","","29.800","","22.800",""
"C0V820","2020-04-20 14:00:00","441.000","242.000","1.400","33.100","0.330","964.500","","0.000","-99.000","-99.000","-99.000","33.300","","16.500",""
"C0K490","2020-04-20 14:00:00","91.000","299.000","2.500","28.600","0.650","1001.300","","0.000","-99.000","-99.000","-99.000","30.000","","21.400",""
"C0SA20","2020-04-20 14:00:00","857.000","163.000","0.500","21.500","1.000","918.900","","0.000","-99.000","-99.000","-99.000","24.700","","19.100",""
"C0SA80","2020-04-20 15:00:00","136.000","68.000","1.500","25.700","0.870","997.300","","0.000","-99.000","-99.000","-99.000","29.900","","21.100",""
"C0R650","2020-04-20 15:00:00","29.000","207.000","3.300","30.400","0.550","1009.700","","0.000","-99.000","-99.000","-99.000","31.700","","22.300",""
"C0E740","2020-04-20 15:00:00","27.000","309.000","1.300","30.000","0.620","-99.000","","0.000","-99.000","-99.000","-99.000","30.000","","24.100",""
"C0AI20","2020-04-20 15:00:00","25.000","117.000","7.200","22.400","0.780","1010.100","","0.000","13.300","126.000","","24.500","","20.600",""
"C0E550","2020-04-20 15:00:00","84.000","305.000","2.500","27.500","0.630","1003.400","","0.000","-99.000","-99.000","-99.000","28.100","","21.900",""
"C0X060","2020-04-20 15:00:00","19.000","310.000","3.900","28.900","0.640","1011.400","","0.000","-99.000","-99.000","-99.000","31.200","","21.500",""
"C0R510","2020-04-20 15:00:00","31.000","220.000","2.900","30.800","0.500","1007.300","","0.000","-99.000","-99.000","-99.000","32.300","","23.200",""
"C0AC60","2020-04-20 15:00:00","55.000","81.000","3.100","26.900","0.620","1006.200","","0.000","9.300","76.000","","26.900","","22.600",""
"C0UA70","2020-04-20 15:00:00","547.000","96.000","1.900","18.400","0.990","953.400","","3.000","-99.000","-99.000","-99.000","22.500","","18.100",""
"C0G740","2020-04-20 15:00:00","24.000","310.000","2.100","27.100","0.690","1009.600","","0.000","-99.000","-99.000","-99.000","27.500","","22.800",""
"C0F9N0","2020-04-20 15:00:00","75.000","321.000","1.100","31.100","0.570","1002.800","","0.000","-99.000","-99.000","-99.000","31.100","","25.000",""
"C0F9T0","2020-04-20 15:00:00","111.000","330.000","3.200","28.000","0.660","998.600","","0.000","-99.000","-99.000","-99.000","28.500","","24.000",""
"C0S710","2020-04-20 15:00:00","382.000","229.000","1.000","26.100","0.780","970.600","","0.000","-99.000","-99.000","-99.000","29.900","","21.700",""
"C0M680","2020-04-20 15:00:00","37.000","298.000","2.100","29.600","0.630","1009.200","","0.000","-99.000","-99.000","-99.000","30.700","","23.300",""
"C0X220","2020-04-20 15:00:00","26.000","300.000","3.200","27.000","0.690","1009.100","","0.000","-99.000","-99.000","-99.000","28.300","","23.200",""
"C0R560","2020-04-20 15:00:00","22.000","205.000","1.500","29.800","0.580","1010.100","","0.000","-99.000","-99.000","-99.000","30.800","","22.900",""
"C0F9P0","2020-04-20 15:00:00","26.000","27.000","1.600","27.000","0.760","1009.700","","0.000","7.500","43.000","","27.600","","23.500",""
"C0O970","2020-04-20 15:00:00","71.000","293.000","2.700","30.800","0.580","1003.600","","0.000","-99.000","-99.000","-99.000","33.600","","21.500",""
"C0F0B0","2020-04-20 15:00:00","311.000","309.000","4.100","27.200","0.730","976.600","","0.000","-99.000","-99.000","-99.000","27.900","","19.600",""
"C0R700","2020-04-20 15:00:00","19.000","268.000","2.000","28.100","0.730","1010.600","","0.000","-99.000","-99.000","-99.000","28.900","","20.400",""
"C0R780","2020-04-20 15:00:00","72.000","105.000","4.200","28.100","0.750","1005.600","","0.000","-99.000","-99.000","-99.000","30.500","","21.700",""
"C0R620","2020-04-20 15:00:00","34.000","27.000","1.100","29.500","0.690","1009.500","","0.000","-99.000","-99.000","-99.000","29.700","","24.900",""
"C0C660","2020-04-20 15:00:00","176.000","78.000","2.700","26.100","0.680","992.400","","0.000","-99.000","-99.000","-99.000","26.100","","21.900",""
"C0SA10","2020-04-20 15:00:00","411.000","89.000","1.500","23.300","0.920","966.700","","0.000","-99.000","-99.000","-99.000","29.400","","22.000",""
"C0M740","2020-04-20 15:00:00","15.000","301.000","3.200","28.200","0.670","1009.500","","0.000","-99.000","-99.000","-99.000","29.100","","23.300",""
"C0K460","2020-04-20 15:00:00","60.000","324.000","3.100","28.000","0.690","1004.000","","0.000","-99.000","-99.000","-99.000","29.600","","23.100",""
"C0X100","2020-04-20 15:00:00","10.000","266.000","2.400","29.500","0.530","1009.000","","0.000","-99.000","-99.000","-99.000","29.500","","24.700",""
"C0K560","2020-04-20 15:00:00","117.000","313.000","1.300","28.900","0.650","998.900","","0.000","-99.000","-99.000","-99.000","30.500","","21.600",""
"C0R150","2020-04-20 15:00:00","105.000","222.000","1.400","34.100","0.380","998.600","","0.000","6.700","251.000","","35.800","","21.500",""
"C0S690","2020-04-20 15:00:00","522.000","25.000","1.700","22.200","1.000","954.300","","0.000","-99.000","-99.000","-99.000","30.900","","21.600",""
"C0U870","2020-04-20 15:00:00","474.000","100.000","0.600","19.100","0.990","961.800","","4.500","-99.000","-99.000","-99.000","22.400","","19.100",""
"C0A520","2020-04-20 15:00:00","48.000","51.000","3.300","24.800","0.740","1007.800","","0.000","9.900","76.000","","24.900","","22.600",""
"C0X130","2020-04-20 15:00:00","27.000","299.000","3.200","30.200","0.600","1008.000","","0.000","-99.000","-99.000","-99.000","31.700","","23.300",""
"C0V400","2020-04-20 15:00:00","56.000","261.000","3.700","29.100","0.610","1004.800","","0.000","-99.000","-99.000","-99.000","30.500","","22.400",""
"C0UA40","2020-04-20 15:00:00","1121.000","36.000","2.700","16.700","0.990","890.700","","5.000","-99.000","-99.000","-99.000","18.800","","16.700",""
"C0G720","2020-04-20 15:00:00","50.000","320.000","2.700","28.100","0.690","1005.600","","0.000","-99.000","-99.000","-99.000","28.900","","22.900",""
"C0G890","2020-04-20 15:00:00","24.000","344.000","3.600","26.900","0.810","1009.200","","0.000","-99.000","-99.000","-99.000","27.000","","24.100",""
"C0I540","2020-04-20 15:00:00","3344.000","-99.000","-99.000","7.000","0.930","683.900","","-99.000","-99.000","-99.000","-99.000","10.400","","4.800",""
"C0K390","2020-04-20 15:00:00","31.000","330.000","2.500","28.000","0.680","1008.300","","0.000","-99.000","-99.000","-99.000","29.000","","23.300",""
"C0R730","2020-04-20 15:00:00","163.000","303.000","0.900","29.100","0.660","994.500","","0.000","-99.000","-99.000","-99.000","29.800","","23.000",""
"C0T9A0","2020-04-20 15:00:00","498.000","0.000","0.100","20.000","0.990","958.200","","0.000","-99.000","-99.000","-99.000","22.500","","20.000",""
"C0AH40","2020-04-20 15:00:00","426.000","9.000","3.500","19.900","0.960","963.100","","0.000","9.800","26.000","","23.300","","19.900",""
"C0X280","2020-04-20 15:00:00","22.000","335.000","3.900","26.800","0.750","1009.900","","0.000","-99.000","-99.000","-99.000","27.800","","23.300",""
"C0V620","2020-04-20 15:00:00","18.000","272.000","2.800","27.500","0.760","1010.100","","0.000","-99.000","-99.000","-99.000","28.100","","23.400",""
"C0H960","2020-04-20 15:00:00","120.000","178.000","1.000","30.400","0.610","996.600","","0.000","-99.000","-99.000","-99.000","30.500","","23.500",""
"C0M530","2020-04-20 15:00:00","1385.000","207.000","1.700","22.000","0.790","869.200","","0.000","-99.000","-99.000","-99.000","24.200","","14.700",""
"C0R170","2020-04-20 15:00:00","26.000","221.000","2.300","31.700","0.470","1008.800","","0.000","-99.000","-99.000","-99.000","34.100","","22.300",""
"C0I420","2020-04-20 15:00:00","305.000","231.000","1.900","29.700","0.570","976.700","","0.000","-99.000","-99.000","-99.000","31.300","","18.800",""
"C0A640","2020-04-20 15:00:00","241.000","96.000","0.500","21.500","0.850","988.800","","0.000","-99.000","-99.000","-99.000","21.800","","20.500",""
"C0A930","2020-04-20 15:00:00","216.000","174.000","1.800","19.100","0.990","988.100","","5.000","-99.000","-99.000","-99.000","22.800","","19.000",""
"C0AC40","2020-04-20 15:00:00","1079.000","112.000","2.500","-99.000","0.990","893.800","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AI00","2020-04-20 15:00:00","188.000","56.000","1.800","24.700","0.770","992.800","","0.000","-99.000","-99.000","-99.000","26.100","","21.800",""
"C0T9M0","2020-04-20 15:00:00","92.000","15.000","1.500","24.000","0.900","1004.700","","0.000","-99.000","-99.000","-99.000","28.000","","24.000",""
"C0S960","2020-04-20 15:00:00","32.000","27.000","3.200","25.900","0.860","1009.200","","0.000","-99.000","-99.000","-99.000","29.500","","24.400",""
"C0K430","2020-04-20 15:00:00","30.000","298.000","2.700","27.900","0.700","1009.500","","0.000","-99.000","-99.000","-99.000","29.200","","22.700",""
"C0Z170","2020-04-20 15:00:00","199.000","51.000","3.500","24.400","0.860","992.300","","0.000","-99.000","-99.000","-99.000","29.000","","22.500",""
"C0Z100","2020-04-20 15:00:00","36.000","30.000","1.000","22.900","0.970","1011.700","","0.000","-99.000","-99.000","-99.000","25.900","","21.500",""
"C0U710","2020-04-20 15:00:00","1942.000","0.000","0.000","14.100","0.990","809.500","","1.000","-99.000","-99.000","-99.000","15.900","","12.500",""
"C0SA30","2020-04-20 15:00:00","92.000","30.000","4.100","25.100","0.830","1003.400","","0.000","-99.000","-99.000","-99.000","27.700","","23.700",""
"C0V500","2020-04-20 15:00:00","6.000","252.000","0.600","29.100","0.700","1009.800","","0.000","-99.000","-99.000","-99.000","29.600","","24.100",""
"CM0160","2020-04-20 15:00:00","159.000","19.000","2.700","28.100","0.630","994.800","","0.000","-99.000","-99.000","-99.000","31.300","","22.300",""
"C0V350","2020-04-20 15:00:00","36.000","248.000","2.600","31.800","0.550","1008.500","","0.000","-99.000","-99.000","-99.000","34.300","","21.200",""
"C0W120","2020-04-20 15:00:00","58.000","15.000","5.700","24.700","0.800","1006.300","","0.000","-99.000","-99.000","-99.000","27.200","","22.800",""
"C0R470","2020-04-20 15:00:00","103.000","224.000","4.200","32.300","0.490","1000.100","","0.000","-99.000","-99.000","-99.000","34.700","","21.100",""
"C0M770","2020-04-20 15:00:00","164.000","342.000","1.800","27.900","0.740","992.700","","0.000","-99.000","-99.000","-99.000","29.700","","22.200",""
"C0S930","2020-04-20 15:00:00","248.000","135.000","1.200","26.600","0.750","984.900","","0.000","-99.000","-99.000","-99.000","30.300","","22.100",""
"C0F9Y0","2020-04-20 15:00:00","3313.000","216.000","3.300","9.400","0.730","687.600","","0.000","8.500","217.000","","15.300","","5.400",""
"C0R790","2020-04-20 15:00:00","111.000","39.000","2.400","27.800","0.790","1000.200","","0.000","-99.000","-99.000","-99.000","33.800","","25.000",""
"C0R550","2020-04-20 15:00:00","38.000","231.000","2.700","29.300","0.660","1008.300","","0.000","-99.000","-99.000","-99.000","31.300","","19.700",""
"C0A950","2020-04-20 15:00:00","60.000","113.000","4.800","21.600","1.000","1007.900","","0.000","-99.000","-99.000","-99.000","24.700","","21.100",""
"C0R160","2020-04-20 15:00:00","45.000","250.000","3.100","30.700","0.590","1005.700","","0.000","-99.000","-99.000","-99.000","33.400","","20.600",""
"C0F9S0","2020-04-20 15:00:00","43.000","315.000","3.000","29.400","0.600","1006.800","","0.000","-99.000","-99.000","-99.000","30.100","","24.300",""
"C0M820","2020-04-20 15:00:00","980.000","232.000","1.500","25.900","0.570","905.300","","0.000","8.200","238.000","","27.700","","16.300",""
"C0G870","2020-04-20 15:00:00","12.000","354.000","3.400","27.500","0.580","1011.500","","0.000","-99.000","-99.000","-99.000","27.900","","22.100",""
"C0R530","2020-04-20 15:00:00","16.000","260.000","3.600","26.700","0.720","1010.100","","0.000","-99.000","-99.000","-99.000","28.100","","22.300",""
"C0O840","2020-04-20 15:00:00","134.000","294.000","2.900","29.000","0.520","994.800","","0.000","-99.000","-99.000","-99.000","30.400","","21.900",""
"C0A890","2020-04-20 15:00:00","40.000","0.000","0.000","21.000","0.950","1009.300","","0.000","-99.000","-99.000","-99.000","22.100","","20.100",""
"C0A660","2020-04-20 15:00:00","97.000","58.000","0.800","20.600","0.910","1002.900","","0.000","-99.000","-99.000","-99.000","22.000","","20.100",""
"C0T9H0","2020-04-20 15:00:00","725.000","36.000","3.300","19.200","0.990","934.000","","0.500","-99.000","-99.000","-99.000","21.800","","19.200",""
"C0R270","2020-04-20 15:00:00","51.000","303.000","3.000","29.400","0.660","1005.100","","0.000","-99.000","-99.000","-99.000","31.100","","22.500",""
"C0O980","2020-04-20 15:00:00","18.000","286.000","1.600","31.100","0.570","1010.900","","0.000","-99.000","-99.000","-99.000","33.200","","21.600",""
"C0T9I0","2020-04-20 15:00:00","152.000","25.000","2.200","22.900","0.880","997.600","","0.000","-99.000","-99.000","-99.000","25.200","","22.700",""
"C0V760","2020-04-20 15:00:00","30.000","268.000","2.300","29.300","0.620","1009.200","","0.000","-99.000","-99.000","-99.000","30.400","","23.300",""
"C0AG90","2020-04-20 15:00:00","25.000","70.000","2.400","25.400","0.750","1011.000","","0.000","8.800","101.000","","25.400","","22.800",""
"C0R570","2020-04-20 15:00:00","37.000","58.000","3.100","31.000","0.550","1006.400","","0.000","-99.000","-99.000","-99.000","32.700","","22.900",""
"C0O900","2020-04-20 15:00:00","9.000","290.000","3.300","29.700","0.750","1010.900","","0.000","-99.000","-99.000","-99.000","31.100","","21.500",""
"C0AD00","2020-04-20 15:00:00","86.000","84.000","2.700","24.400","0.760","1003.000","","0.000","7.800","68.000","","25.300","","21.500",""
"C0V700","2020-04-20 15:00:00","24.000","265.000","1.700","29.100","0.650","1008.500","","0.000","-99.000","-99.000","-99.000","30.300","","25.100",""
"C0X080","2020-04-20 15:00:00","2.000","308.000","3.600","30.700","0.600","1011.700","","0.000","-99.000","-99.000","-99.000","32.600","","21.900",""
"C0G910","2020-04-20 15:00:00","42.000","284.000","4.300","27.700","0.670","1005.900","","0.000","-99.000","-99.000","-99.000","28.200","","23.700",""
"C0I480","2020-04-20 15:00:00","2165.000","329.000","0.700","18.400","0.630","790.000","","0.000","-99.000","-99.000","-99.000","19.700","","9.600",""
"C0R710","2020-04-20 15:00:00","117.000","101.000","2.400","29.300","0.680","999.800","","0.000","-99.000","-99.000","-99.000","30.800","","23.200",""
"C0A860","2020-04-20 15:00:00","362.000","0.000","0.100","18.800","1.000","973.200","","2.000","-99.000","-99.000","-99.000","21.300","","18.700",""
"C0U940","2020-04-20 15:00:00","25.000","42.000","1.100","20.900","0.990","1013.000","","7.000","-99.000","-99.000","-99.000","24.000","","20.600",""
"C0S970","2020-04-20 15:00:00","19.000","83.000","4.300","26.600","0.850","1010.500","","0.000","-99.000","-99.000","-99.000","29.500","","23.800",""
"C0V260","2020-04-20 15:00:00","126.000","238.000","3.400","34.800","0.440","997.100","","0.000","-99.000","-99.000","-99.000","36.500","","19.900",""
"C0H990","2020-04-20 15:00:00","3076.000","210.000","7.000","9.400","0.840","707.400","","0.000","13.400","196.000","","13.700","","6.300",""
"C0F9K0","2020-04-20 15:00:00","30.000","7.000","3.200","26.500","0.730","1007.300","","0.000","-99.000","-99.000","-99.000","26.500","","23.100",""
"C0AH90","2020-04-20 15:00:00","660.000","59.000","0.400","18.700","0.990","942.900","","2.000","-99.000","-99.000","-99.000","19.500","","15.300",""
"C0W150","2020-04-20 15:00:00","42.000","63.000","3.800","23.400","0.750","1009.000","","0.000","-99.000","-99.000","-99.000","23.700","","21.400",""
"C0F000","2020-04-20 15:00:00","273.000","337.000","1.400","26.800","0.850","978.700","","0.000","-99.000","-99.000","-99.000","27.300","","21.200",""
"C0M860","2020-04-20 15:00:00","578.000","294.000","2.000","29.900","0.480","947.100","","-99.000","-99.000","-99.000","-99.000","31.600","","17.800",""
"C0K410","2020-04-20 15:00:00","20.000","313.000","2.700","28.000","0.650","1008.700","","0.000","-99.000","-99.000","-99.000","29.000","","23.600",""
"C0R140","2020-04-20 15:00:00","740.000","327.000","2.800","28.600","0.520","932.500","","0.000","8.000","338.000","","29.200","","19.500",""
"C0V800","2020-04-20 15:00:00","256.000","267.000","1.400","33.900","0.270","980.800","","0.000","-99.000","-99.000","-99.000","35.100","","19.300",""
"C0S830","2020-04-20 15:00:00","288.000","30.000","1.100","22.800","0.940","982.100","","0.000","-99.000","-99.000","-99.000","29.700","","22.700",""
"C0S920","2020-04-20 15:00:00","98.000","159.000","2.100","26.300","0.830","997.000","","0.000","-99.000","-99.000","-99.000","31.300","","21.600",""
"C0V640","2020-04-20 15:00:00","35.000","280.000","4.000","28.000","0.730","1008.000","","0.000","-99.000","-99.000","-99.000","28.700","","23.000",""
"C0AH80","2020-04-20 15:00:00","68.000","42.000","4.600","23.000","0.830","1005.300","","0.000","-99.000","-99.000","-99.000","23.000","","21.800",""
"C0K250","2020-04-20 15:00:00","12.000","315.000","2.000","28.200","0.710","1010.800","","0.000","-99.000","-99.000","-99.000","29.900","","20.100",""
"C0R840","2020-04-20 15:00:00","536.000","85.000","1.300","25.900","0.840","953.000","","0.000","-99.000","-99.000","-99.000","28.100","","20.700",""
"C0I410","2020-04-20 15:00:00","180.000","303.000","2.500","29.400","0.630","990.600","","0.000","-99.000","-99.000","-99.000","31.300","","21.400",""
"C0M410","2020-04-20 15:00:00","245.000","339.000","2.300","30.600","0.550","979.600","","0.000","-99.000","-99.000","-99.000","34.300","","17.700",""
"C0F9Z0","2020-04-20 15:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-04-20 15:00:00","26.000","330.000","2.000","29.400","0.660","1009.000","","0.000","-99.000","-99.000","-99.000","29.800","","24.400",""
"C0U650","2020-04-20 15:00:00","442.000","64.000","1.300","19.300","1.000","965.200","","8.500","-99.000","-99.000","-99.000","22.400","","19.300",""
"C0D660","2020-04-20 15:00:00","65.000","16.000","1.300","28.000","0.610","1004.500","","0.000","7.500","345.000","","28.000","","23.100",""
"C0W170","2020-04-20 15:00:00","42.000","8.000","3.900","18.000","0.790","1009.700","","0.000","-99.000","-99.000","-99.000","20.000","","17.500",""
"C0Z150","2020-04-20 15:00:00","27.000","24.000","4.600","22.900","0.990","1011.500","","0.000","-99.000","-99.000","-99.000","25.900","","22.900",""
"C0S840","2020-04-20 15:00:00","22.000","51.000","3.400","27.600","0.830","1011.900","","0.000","-99.000","-99.000","-99.000","30.700","","21.900",""
"C0H9A0","2020-04-20 15:00:00","1595.000","60.000","0.700","20.100","0.800","846.500","","0.000","-99.000","-99.000","-99.000","24.500","","14.700",""
"C0Z300","2020-04-20 15:00:00","182.000","9.000","4.300","24.400","0.990","993.700","","0.000","-99.000","-99.000","-99.000","28.500","","21.100",""
"C0G730","2020-04-20 15:00:00","27.000","339.000","2.300","27.400","0.720","1009.700","","0.000","-99.000","-99.000","-99.000","27.600","","22.000",""
"C0V730","2020-04-20 15:00:00","33.000","260.000","2.300","30.100","0.560","1008.700","","0.000","-99.000","-99.000","-99.000","32.000","","23.300",""
"C0SA00","2020-04-20 15:00:00","466.000","111.000","0.800","23.800","0.940","960.700","","0.000","-99.000","-99.000","-99.000","28.800","","20.000",""
"C0S900","2020-04-20 15:00:00","27.000","18.000","2.500","28.800","0.750","1010.600","","0.000","-99.000","-99.000","-99.000","29.800","","26.300",""
"C0C480","2020-04-20 15:00:00","105.000","118.000","1.500","27.100","0.610","1000.500","","0.000","8.500","101.000","","27.100","","22.900",""
"C0V720","2020-04-20 15:00:00","15.000","279.000","2.000","29.500","0.620","1010.400","","0.000","-99.000","-99.000","-99.000","29.900","","24.100",""
"C0UA60","2020-04-20 15:00:00","566.000","46.000","1.100","19.300","0.990","950.400","","1.500","-99.000","-99.000","-99.000","21.900","","19.200",""
"C0A980","2020-04-20 15:00:00","11.000","112.000","3.200","25.300","0.650","1012.700","","0.000","9.300","150.000","","27.200","","22.800",""
"C0C670","2020-04-20 15:00:00","250.000","37.000","2.300","24.100","0.730","984.400","","0.000","-99.000","-99.000","-99.000","24.100","","20.600",""
"C0K550","2020-04-20 15:00:00","15.000","296.000","2.500","28.600","0.620","1010.600","","0.000","-99.000","-99.000","-99.000","30.200","","22.600",""
"C0R350","2020-04-20 15:00:00","35.000","270.000","1.800","29.700","0.690","1008.500","","0.000","-99.000","-99.000","-99.000","30.100","","24.000",""
"C0Z270","2020-04-20 15:00:00","343.000","44.000","3.200","20.900","0.990","975.600","","0.000","-99.000","-99.000","-99.000","23.900","","20.900",""
"C0UA30","2020-04-20 15:00:00","1397.000","0.000","0.000","16.300","1.000","861.900","","2.500","-99.000","-99.000","-99.000","17.500","","15.800",""
"C0I080","2020-04-20 15:00:00","536.000","286.000","0.400","27.400","0.670","954.100","","0.000","-99.000","-99.000","-99.000","31.100","","16.700",""
"C0UA00","2020-04-20 15:00:00","392.000","0.000","0.200","21.400","0.900","971.300","","0.000","-99.000","-99.000","-99.000","21.800","","19.700",""
"C0AD40","2020-04-20 15:00:00","32.000","42.000","3.400","25.200","0.690","1009.300","","0.000","-99.000","-99.000","-99.000","25.300","","22.300",""
"C0G900","2020-04-20 15:00:00","20.000","12.000","5.400","26.100","0.810","1009.200","","0.000","-99.000","-99.000","-99.000","26.700","","24.500",""
"C0S660","2020-04-20 15:00:00","794.000","81.000","1.500","24.500","0.740","926.400","","0.000","-99.000","-99.000","-99.000","28.900","","17.300",""
"C0M640","2020-04-20 15:00:00","155.000","270.000","2.000","29.400","0.630","993.900","","0.000","-99.000","-99.000","-99.000","30.800","","21.100",""
"C0R660","2020-04-20 15:00:00","20.000","305.000","2.900","27.200","0.770","1010.600","","0.000","-99.000","-99.000","-99.000","27.400","","21.800",""
"C0UA10","2020-04-20 15:00:00","1711.000","0.000","0.000","15.000","1.000","833.100","","0.500","-99.000","-99.000","-99.000","19.100","","11.300",""
"C0V770","2020-04-20 15:00:00","26.000","281.000","1.800","29.700","0.580","1008.900","","0.000","-99.000","-99.000","-99.000","30.600","","23.200",""
"C0E730","2020-04-20 15:00:00","26.000","11.000","2.500","28.700","0.610","1007.400","","0.000","-99.000","-99.000","-99.000","29.200","","23.100",""
"C0V810","2020-04-20 15:00:00","32.000","296.000","3.800","27.000","0.770","1007.500","","0.000","-99.000","-99.000","-99.000","27.400","","24.000",""
"C0A9C0","2020-04-20 15:00:00","35.000","123.000","6.300","23.700","0.750","1009.700","","0.000","-99.000","-99.000","-99.000","25.200","","23.400",""
"C0X310","2020-04-20 15:00:00","9.000","307.000","4.600","27.100","0.720","1012.000","","0.000","-99.000","-99.000","-99.000","27.200","","23.600",""
"C0K280","2020-04-20 15:00:00","23.000","305.000","0.600","29.800","0.590","1011.600","","0.000","-99.000","-99.000","-99.000","31.200","","21.500",""
"C0M650","2020-04-20 15:00:00","20.000","289.000","2.900","27.700","0.680","1010.100","","0.000","-99.000","-99.000","-99.000","29.200","","23.000",""
